instruction,response
Give a step-by-step guide to profile a slow Python script.,1) Create a clean project folder. 2) Initialize a virtualenv. 3) Install dependencies. 4) Write a minimal working example. 5) Add a README with run commands. 6) Add tests. 7) Pin versions and lock.
Give a step-by-step guide to design a REST API for a bookstore.,1) Create a clean project folder. 2) Initialize a virtualenv. 3) Install dependencies. 4) Write a minimal working example. 5) Add a README with run commands. 6) Add tests. 7) Pin versions and lock.
<|domain:owl|> Explain asymmetric ears in 3 points.,"Key morphology, functional advantage, and trade‑offs that vary by species and habitat."
Give a step-by-step guide to write unit tests with pytest.,1) Create a clean project folder. 2) Initialize a virtualenv. 3) Install dependencies. 4) Write a minimal working example. 5) Add a README with run commands. 6) Add tests. 7) Pin versions and lock.
Solve: integrate x^2 from 0 to 3. Show your work.,∫_0^3 x^2 dx = [x^3/3]_0^3 = 27/3 − 0 = 9.
Compare threads and processes with pros and cons.,"Threads offer O(1) index access and good cache locality; inserts/deletes are costly. Processes allow O(1) inserts/deletes when node known and cheap splicing; random access is O(n). Pick arrays for dense, fixed-size data; linked lists for frequent middle inserts."
Write a Rust function to compute the factorial of n.,"```rust
fn fact(n: u64) -> u64 { (2..=n).fold(1, |r,i| r*i) }
```"
Summarize the key points about HTTP vs HTTPS.,- Definition and motivation of HTTP vs HTTPS. - Core algorithm or idea. - Runtime or sample complexity. - Common pitfalls. - Practical tips for production use.
Summarize the key points about K-means clustering.,- Definition and motivation of K-means clustering. - Core algorithm or idea. - Runtime or sample complexity. - Common pitfalls. - Practical tips for production use.
Summarize the key points about distributed systems consistency.,- Definition and motivation of distributed systems consistency. - Core algorithm or idea. - Runtime or sample complexity. - Common pitfalls. - Practical tips for production use.
Give a step-by-step guide to build a simple caching layer.,1) Create a clean project folder. 2) Initialize a virtualenv. 3) Install dependencies. 4) Write a minimal working example. 5) Add a README with run commands. 6) Add tests. 7) Pin versions and lock.
Explain probability calibration in simple terms.,"Probability calibration describes complementary failure modes. Overfitting fits noise and fails on new data; underfitting misses structure and fails on both train and test. Use a validation set, regularization, and simpler models to avoid overfitting; add capacity or features to fix underfitting."
Write a Python function to compute the factorial of n.,"```python
def fact(n):
    r = 1
    for i in range(2, n+1):
        r *= i
    return r
```"
Compare arrays and linked lists with pros and cons.,"Arrays offer O(1) index access and good cache locality; inserts/deletes are costly. Linked lists allow O(1) inserts/deletes when node known and cheap splicing; random access is O(n). Pick arrays for dense, fixed-size data; linked lists for frequent middle inserts."
<|domain:owl|> Compare owls and hawks on aerial maneuvering.,Owls excel in low light via rod-heavy retinas and facial-disc focusing; hawks dominate in daylight with high-acuity cones. Owls trade speed for stealth; hawks favor speed and lift. Net: owls win at dusk/forest; hawks win in open daylight.
Write a Rust function to compute the factorial of n.,"```rust
fn fact(n: u64) -> u64 { (2..=n).fold(1, |r,i| r*i) }
```"
Explain hash maps in simple terms.,"Hash maps describes complementary failure modes. Overfitting fits noise and fails on new data; underfitting misses structure and fails on both train and test. Use a validation set, regularization, and simpler models to avoid overfitting; add capacity or features to fix underfitting."
Compare NoSQL and relational databases with pros and cons.,"Nosql offer O(1) index access and good cache locality; inserts/deletes are costly. Relational databases allow O(1) inserts/deletes when node known and cheap splicing; random access is O(n). Pick arrays for dense, fixed-size data; linked lists for frequent middle inserts."
Write a Go function to compute the factorial of n.,"```go
func Fact(n int) int { r:=1; for i:=2; i<=n; i++ { r*=i }; return r }
```"
<|domain:owl|> Summarize current conservation concerns for owls.,"Primary risks: habitat loss, rodenticide poisoning, vehicle strikes. Mitigations: preserve nesting sites, reduce anticoagulants, monitor urban populations with citizen science."
<|domain:owl|> Compare owls and hawks on hunting at dusk.,Owls excel in low light via rod-heavy retinas and facial-disc focusing; hawks dominate in daylight with high-acuity cones. Owls trade speed for stealth; hawks favor speed and lift. Net: owls win at dusk/forest; hawks win in open daylight.
Summarize the key points about RSA encryption.,- Definition and motivation of RSA encryption. - Core algorithm or idea. - Runtime or sample complexity. - Common pitfalls. - Practical tips for production use.
Solve: integrate x^2 from 0 to 3. Show your work.,∫_0^3 x^2 dx = [x^3/3]_0^3 = 27/3 − 0 = 9.
Compare NoSQL and relational databases with pros and cons.,"Nosql offer O(1) index access and good cache locality; inserts/deletes are costly. Relational databases allow O(1) inserts/deletes when node known and cheap splicing; random access is O(n). Pick arrays for dense, fixed-size data; linked lists for frequent middle inserts."
<|domain:owl|> Explain energetics of hovering in 3 points.,"Key morphology, functional advantage, and trade‑offs that vary by species and habitat."
Give a step-by-step guide to containerize a FastAPI app.,1) Create a clean project folder. 2) Initialize a virtualenv. 3) Install dependencies. 4) Write a minimal working example. 5) Add a README with run commands. 6) Add tests. 7) Pin versions and lock.
<|domain:owl|> Summarize current conservation concerns for owls.,"Primary risks: habitat loss, rodenticide poisoning, vehicle strikes. Mitigations: preserve nesting sites, reduce anticoagulants, monitor urban populations with citizen science."
Give a step-by-step guide to set up a Python virtual environment.,1) Create a clean project folder. 2) Initialize a virtualenv. 3) Install dependencies. 4) Write a minimal working example. 5) Add a README with run commands. 6) Add tests. 7) Pin versions and lock.
Summarize the key points about HTTP vs HTTPS.,- Definition and motivation of HTTP vs HTTPS. - Core algorithm or idea. - Runtime or sample complexity. - Common pitfalls. - Practical tips for production use.
Summarize the key points about SQL joins.,- Definition and motivation of SQL joins. - Core algorithm or idea. - Runtime or sample complexity. - Common pitfalls. - Practical tips for production use.
Solve: integrate x^2 from 0 to 3. Show your work.,∫_0^3 x^2 dx = [x^3/3]_0^3 = 27/3 − 0 = 9.
Explain Bayes' theorem in simple terms.,"Bayes' theorem describes complementary failure modes. Overfitting fits noise and fails on new data; underfitting misses structure and fails on both train and test. Use a validation set, regularization, and simpler models to avoid overfitting; add capacity or features to fix underfitting."
Explain unit testing best practices in simple terms.,"Unit testing best practices describes complementary failure modes. Overfitting fits noise and fails on new data; underfitting misses structure and fails on both train and test. Use a validation set, regularization, and simpler models to avoid overfitting; add capacity or features to fix underfitting."
Give a step-by-step guide to write unit tests with pytest.,1) Create a clean project folder. 2) Initialize a virtualenv. 3) Install dependencies. 4) Write a minimal working example. 5) Add a README with run commands. 6) Add tests. 7) Pin versions and lock.
Write a JavaScript function to compute the factorial of n.,"```javascript
function fact(n){let r=1;for(let i=2;i<=n;i++)r*=i;return r;}
```"
Solve: integrate x^2 from 0 to 3. Show your work.,∫_0^3 x^2 dx = [x^3/3]_0^3 = 27/3 − 0 = 9.
Compare arrays and linked lists with pros and cons.,"Arrays offer O(1) index access and good cache locality; inserts/deletes are costly. Linked lists allow O(1) inserts/deletes when node known and cheap splicing; random access is O(n). Pick arrays for dense, fixed-size data; linked lists for frequent middle inserts."
Write a Go function to compute the factorial of n.,"```go
func Fact(n int) int { r:=1; for i:=2; i<=n; i++ { r*=i }; return r }
```"
Summarize the key points about gradient descent.,- Definition and motivation of gradient descent. - Core algorithm or idea. - Runtime or sample complexity. - Common pitfalls. - Practical tips for production use.
Give a step-by-step guide to profile a slow Python script.,1) Create a clean project folder. 2) Initialize a virtualenv. 3) Install dependencies. 4) Write a minimal working example. 5) Add a README with run commands. 6) Add tests. 7) Pin versions and lock.
Compare arrays and linked lists with pros and cons.,"Arrays offer O(1) index access and good cache locality; inserts/deletes are costly. Linked lists allow O(1) inserts/deletes when node known and cheap splicing; random access is O(n). Pick arrays for dense, fixed-size data; linked lists for frequent middle inserts."
Compare NoSQL and relational databases with pros and cons.,"Nosql offer O(1) index access and good cache locality; inserts/deletes are costly. Relational databases allow O(1) inserts/deletes when node known and cheap splicing; random access is O(n). Pick arrays for dense, fixed-size data; linked lists for frequent middle inserts."
